"ChoiceNm","ID","Set","cset","altij","Amount","MobilePd","Merged","Location","Vehicle","DayOfWek","Weekend","StrtTmHr","StayDrtn","AmountA","TmTClrwy","TmTPrdEn","FndMtrEx","FndMtrNP","FndClrwV","MtrExprd","MetrNtPd","ClrwyVlt","FrePrkng","APP","PrkngFrq","PrsnlAPD","PrfMblPy","CBDPrknR","time","Volume","Load","ZoneAPD","CpctyAdj","TrnvrAdj","IndxAdjs","choice","ChcNmOvr","ChocNmPd","ChcNmUnd","ChcNmUnp","LctnElzS","LctnAlcS","LctnTrbS","VehiclCr","VehiclUt","VehiclVn","VehclHvy","VhclOthr","DyOfWkMn","DyOfWkTs","DyOfWkWd","DyOfWkTh","DyOfWkFr","DyOfWkSt","DyOfWkSn","tmErlyMr","timMrnng","timeNoon","tmAftrnn","timEvnng","timeNght","tmMdnght","AmountDiff","OthrNtPd","NtPd","Paid"
1,229,229,4,4,14.7,0,0,2,1,5,0,10,148.466666666667,12.3722222222222,307.133333333333,667.133333333333,0,0,0,0,2,0,0,5.35,2,85,0,0.5,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.3277777777778,2,0,FALSE
3,230,230,4,2,1,0,0,2,1,5,0,11,33.8833333333333,2.82361111111111,283.833333333333,643.833333333333,0,0,0,2,3,0,0,0,0,0,0,0,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-1.82361111111111,3,0,FALSE
2,231,231,4,3,4.4,0,0,2,1,5,0,11,52.1833333333333,4.34861111111111,245.266666666667,605.266666666667,1,0,0,0,1,0,0,12,1,147,0,1,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.0513888888888907,1,0,TRUE
2,232,232,4,3,3,0,0,2,2,5,0,12,30.8666666666667,2.57222222222222,190.25,550.25,0,0,0,0,2,0,0,2.5,1,84,0,0,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0.42777777777778,2,0,TRUE
1,233,233,4,4,9.8,0,0,2,1,5,0,12,105.083333333333,8.75694444444444,186.383333333333,546.383333333333,0,0,0,0,1,0,0,0,0,0,0,0,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.04305555555556,1,0,FALSE
2,234,234,4,3,14.7,0,0,2,1,5,0,12,180.45,15.0375,181.316666666667,541.316666666667,0,0,0,1,1,0,0,4.85,4,74.25,0,1,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.3375,1,0,TRUE
1,235,235,4,4,14,0,0,2,1,5,0,13,84.9166666666667,7.07638888888889,160.516666666667,520.516666666667,0,0,0,0,1,0,0,6.76,3,165.2,0,0.2,4,33,15.0833333333333,0.440278393693028,21,1.57142857142857,71.8253968253968,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6.92361111111111,1,0,FALSE
2,236,236,4,3,2.2,0,0,2,2,5,0,19,56.3,4.69166666666667,1440,142.733333333333,0,0,0,0,4,0,0,0,0,0,0,0,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-2.49166666666667,4,0,TRUE
2,237,237,4,3,5,0,0,2,1,5,0,19,126.35,10.5291666666667,1440,126.35,0,0,0,0,2,0,0,6,1,158,0,1,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-5.5291666666667,2,0,TRUE
3,238,238,4,2,1.5,0,0,2,1,5,0,20,73.5166666666667,6.12638888888889,1440,109.716666666667,1,6,0,2,1,0,0,0,0,0,0,0,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-4.62638888888889,1,0,FALSE
3,239,239,4,2,2.2,0,0,2,1,5,0,20,72.9,6.075,1440,104.733333333333,1,6,0,2,1,0,0,5.64,5,138.2,0,0.2,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.875,1,0,FALSE
2,240,240,4,3,3.75,0,0,2,1,5,0,20,92.05,7.67083333333333,1440,92.05,0,0,0,0,2,0,0,4.8,2,114.5,0,1,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.92083333333333,2,0,TRUE
1,241,241,4,4,3,0,0,2,1,5,0,20,41.1166666666667,3.42638888888889,1440,74.9333333333333,1,6,0,2,1,0,0,0,0,0,0,0,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-0.42638888888889,1,0,FALSE
3,242,242,4,2,1.63,1,0,2,1,5,0,7,82.2333333333333,6.85277777777778,530.85,890.85,0,0,0,3,1,0,1,3.005,14,37.6428571428571,1,0.928571428571429,2,10.6666666666667,5.41666666666667,0.553571428571429,21,0.507936507936508,25.7936507936508,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-5.22277777777778,1,0,FALSE
1,243,243,4,4,14.7,1,0,2,2,5,0,7,72.9,6.075,480.15,840.15,0,0,0,0,1,0,0,11.6735714285714,10,142.785714285714,1,1,2,10.6666666666667,5.41666666666667,0.553571428571429,21,0.507936507936508,25.7936507936508,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,8.625,1,0,FALSE
3,244,244,4,2,0.82,1,0,2,1,5,0,7,200.65,16.7208333333333,539.5,899.5,0,0,0,2,4,0,0,3.40533333333333,12,56.6,1,0.666666666666667,2,10.6666666666667,5.41666666666667,0.553571428571429,21,0.507936507936508,25.7936507936508,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-15.9008333333333,4,0,FALSE
3,245,245,4,2,0.41,1,0,2,1,5,0,7,17.9333333333333,1.49444444444444,513.35,873.35,0,0,0,1,8,0,0,0,0,0,0,0,2,10.6666666666667,5.41666666666667,0.553571428571429,21,0.507936507936508,25.7936507936508,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-1.08444444444444,8,0,FALSE
2,246,246,4,3,5.47,1,0,2,1,5,0,8,66.3833333333333,5.53194444444444,432.866666666667,792.866666666667,0,0,0,0,1,0,0,9.88666666666667,2,171.333333333333,1,0.666666666666667,2,10.6666666666667,5.41666666666667,0.553571428571429,21,0.507936507936508,25.7936507936508,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.0619444444444399,1,0,TRUE
2,247,247,4,3,12.5,1,0,2,1,5,0,9,156.133333333333,13.0111111111111,385.366666666667,745.366666666667,1,0,0,0,1,0,0,5.36666666666667,2,101.666666666667,1,0.333333333333333,2,10.6666666666667,5.41666666666667,0.553571428571429,21,0.507936507936508,25.7936507936508,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.5111111111111,1,0,TRUE
1,248,248,4,4,13.56,1,0,2,2,5,0,10,148.666666666667,12.3888888888889,354,714,1,0,0,0,1,0,0,3.985,5,113.333333333333,1,0.166666666666667,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.1711111111111,1,0,FALSE
2,249,249,4,3,3.43,1,0,2,1,5,0,10,44.9666666666667,3.74722222222222,348.733333333333,708.733333333333,0,0,0,2,4,0,0,5.59071428571429,7,122.571428571429,0,0.0714285714285714,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.31722222222222,4,0,TRUE
2,250,250,4,3,10.05,1,0,2,2,5,0,10,131.033333333333,10.9194444444444,317.733333333333,677.733333333333,1,0,0,0,1,0,1,8.501,7,104.4,1,1,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.869444444444399,1,0,TRUE
2,251,251,4,3,10.21,1,0,2,1,5,0,11,129.716666666667,10.8097222222222,279.766666666667,639.766666666667,0,0,0,0,2,0,0,0,0,0,0,0,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.5997222222222,2,0,TRUE
2,252,252,4,3,8.49,1,0,2,1,5,0,11,108.966666666667,9.08055555555556,271.033333333333,631.033333333333,0,0,0,0,2,0,0,9.99333333333333,3,122,1,1,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.590555555555559,2,0,TRUE
2,253,253,4,3,10.21,1,0,2,1,5,0,11,129.45,10.7875,260.5,620.5,0,0,0,0,2,0,0,3.0675,4,97.25,1,0.5,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.577499999999999,2,0,TRUE
2,254,254,4,3,3.59,1,0,2,1,5,0,11,46.1333333333333,3.84444444444444,254.2,614.2,1,0,0,0,1,0,0,6.88333333333333,6,320.333333333333,1,0,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,-0.25444444444444,1,0,TRUE
1,255,255,4,4,14.7,1,0,2,1,5,0,12,77.5166666666667,6.45972222222222,227.35,587.35,0,0,0,0,2,0,0,6.096,7,197.3,0,0.3,3,29,14.75,0.504912632067805,21,1.38095238095238,70.2380952380952,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,8.24027777777778,2,0,FALSE
2,256,256,4,3,6.13,1,0,2,1,5,0,13,78.6166666666667,6.55138888888889,151.1,511.1,0,0,0,0,1,0,0,4.08,2,56.5,1,0,4,33,15.0833333333333,0.440278393693028,21,1.57142857142857,71.8253968253968,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.42138888888889,1,0,TRUE
2,257,257,4,3,3.76,1,0,2,1,5,0,13,50.7333333333333,4.22777777777778,148.466666666667,508.466666666667,0,0,0,0,1,0,0,6.6,2,180,0,0,4,33,15.0833333333333,0.440278393693028,21,1.57142857142857,71.8253968253968,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.46777777777778,1,0,TRUE
2,258,258,4,3,3.02,1,0,2,1,5,0,13,38.0666666666667,3.17222222222222,140.65,500.65,0,0,0,0,1,0,0,0,0,0,0,0,4,33,15.0833333333333,0.440278393693028,21,1.57142857142857,71.8253968253968,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,-0.15222222222222,1,0,TRUE
2,259,259,4,3,3.23,1,0,2,1,5,0,20,90.45,7.5375,1440,90.45,0,0,0,0,0,0,0,3.9175,4,67.5,1,0.75,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-4.3075,0,0,TRUE
2,260,260,4,3,3.08,1,0,2,1,5,0,20,89.2333333333333,7.43611111111111,1440,90.8166666666667,1,6,0,2,1,0,0,0,0,0,0,0,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-4.35611111111111,1,0,TRUE
2,261,261,4,3,2.75,1,0,2,1,5,0,20,79.3166666666667,6.60972222222222,1440,79.3166666666667,0,0,0,0,0,0,0,4.48333333333333,9,142.666666666667,1,0.25,6,6,4.08333333333333,0.660714285714286,21,0.285714285714286,19.4444444444444,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-3.85972222222222,0,0,TRUE
1,262,262,4,4,16,0,1,2,1,1,0,9,87.6666666666667,7.30555555555556,374.683333333333,734.683333333333,0,0,0,0,4,0,0,8.66666666666667,2,114.333333333333,0,0.666666666666667,2,17.6666666666667,9.25,0.521383281573499,21,0.841269841269841,44.0476190476191,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,8.69444444444444,4,0,FALSE
1,263,263,4,4,14.7,0,0,2,1,1,0,9,146.066666666667,12.1722222222222,403.683333333333,763.683333333333,0,0,0,0,4,0,0,0,0,0,0,0,2,17.6666666666667,9.25,0.521383281573499,21,0.841269841269841,44.0476190476191,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.5277777777778,4,0,FALSE
3,264,264,4,2,4.9,0,0,2,1,1,0,14,70.3,5.85833333333333,71.35,431.35,0,0,0,3,0,0,0,0,0,0,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.958333333333329,0,0,FALSE
1,265,265,4,4,6.6,0,0,2,1,1,0,10,69.9333333333333,5.82777777777778,359.8,719.8,0,0,0,0,4,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.772222222222219,4,0,FALSE
2,266,266,4,3,14.7,0,0,2,1,1,0,10,173.733333333333,14.4777777777778,357.166666666667,717.166666666667,0,0,0,1,2,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.2222222222222,2,0,TRUE
2,267,267,4,3,14,0,0,2,1,1,0,10,179.05,14.9208333333333,341.616666666667,701.616666666667,0,0,0,3,3,0,0,11,1,135,0,1,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.920833333333301,3,0,TRUE
2,268,268,4,3,5.2,0,0,2,1,1,0,10,65.1666666666667,5.43055555555556,336.333333333333,696.333333333333,0,0,0,0,4,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.23055555555556,4,0,TRUE
2,269,269,4,3,9,0,0,2,1,1,0,10,101.133333333333,8.42777777777778,332.116666666667,692.116666666667,0,0,0,1,2,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.572222222222219,2,0,TRUE
1,270,270,4,4,6.9,0,0,2,1,1,0,10,49.2,4.1,332.683333333333,692.683333333333,0,0,0,0,4,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.8,4,0,FALSE
1,271,271,4,4,12,0,0,2,1,1,0,10,106.4,8.86666666666667,331.166666666667,691.166666666667,0,0,0,1,2,0,0,7.75,2,101.25,0,0.75,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3.13333333333333,2,0,FALSE
1,272,272,4,4,4.9,0,0,2,1,1,0,10,45.6666666666667,3.80555555555556,313.583333333333,673.583333333333,0,0,0,0,4,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.09444444444444,4,0,FALSE
1,273,273,4,4,4.9,0,0,2,1,1,0,10,28.45,2.37083333333333,313.183333333333,673.183333333333,0,0,0,0,4,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.52916666666667,4,0,FALSE
3,274,274,4,2,5.5,0,0,2,1,1,0,11,81.0833333333333,6.75694444444444,288.566666666667,648.566666666667,0,0,0,1,2,0,0,7.975,7,113.75,0,0.5,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.25694444444444,2,0,FALSE
1,275,275,4,4,14,0,0,2,1,1,0,11,144.983333333333,12.0819444444444,267.3,627.3,0,0,0,3,3,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.9180555555556,3,0,FALSE
1,276,276,4,4,14.7,0,0,2,1,1,0,12,157.95,13.1625,228.75,588.75,0,0,0,3,5,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.5375,5,0,FALSE
2,277,277,4,3,11.7,0,0,2,1,1,0,12,138.65,11.5541666666667,221.366666666667,581.366666666667,0,0,0,3,5,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.1458333333333,5,0,TRUE
1,278,278,4,4,14.7,0,0,2,1,1,0,12,155.366666666667,12.9472222222222,188.583333333333,548.583333333333,0,0,0,3,0,0,0,3.83333333333333,3,96.6666666666667,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.7527777777778,0,0,FALSE
3,279,279,4,2,2.5,0,0,2,2,1,0,12,113.983333333333,9.49861111111111,205.4,565.4,0,0,0,3,5,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-6.99861111111111,5,0,FALSE
1,280,280,4,4,10.1,0,0,2,1,1,0,12,109.8,9.15,182.366666666667,542.366666666667,0,0,0,3,5,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.949999999999999,5,0,FALSE
1,281,281,4,4,13,0,0,2,1,1,0,13,125.5,10.4583333333333,153.15,513.15,0,0,0,3,0,0,0,0,0,0,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.5416666666667,0,0,FALSE
3,282,282,4,2,8,0,0,2,1,1,0,13,115.05,9.5875,163.55,523.55,0,0,0,3,0,0,0,7,1,87,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.5875,0,0,FALSE
1,283,283,4,4,3,0,0,2,1,1,0,14,23.4,1.95,109.883333333333,469.883333333333,0,0,0,3,5,0,0,0,0,0,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.05,5,0,FALSE
3,284,284,4,2,3,0,0,2,1,1,0,2,76.3,6.35833333333333,782.366666666667,1142.36666666667,0,0,0,2,1,0,0,3.375,2,164,0,1,6,15.6666666666667,10.6666666666667,0.620205026455026,21,0.746031746031746,50.7936507936508,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.35833333333333,1,0,FALSE
2,285,285,4,3,4,0,0,2,1,1,0,8,44.25,3.6875,471.933333333333,831.933333333333,0,0,0,2,1,0,0,3.7,1,45,0,1,2,17.6666666666667,9.25,0.521383281573499,21,0.841269841269841,44.0476190476191,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0.3125,1,0,TRUE
1,286,286,4,4,14.7,0,0,2,1,1,0,8,141.366666666667,11.7805555555556,431.683333333333,791.683333333333,0,0,0,0,4,0,0,9.65714285714286,8,123.428571428571,0,1,2,17.6666666666667,9.25,0.521383281573499,21,0.841269841269841,44.0476190476191,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2.9194444444444,4,0,FALSE
2,287,287,4,3,6.6,0,0,2,1,1,0,9,87.8833333333333,7.32361111111111,402.7,762.7,0,0,0,0,2,0,0,0,0,0,0,0,2,17.6666666666667,9.25,0.521383281573499,21,0.841269841269841,44.0476190476191,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.723611111111111,2,0,TRUE
1,288,288,4,4,4.4,0,0,2,1,1,0,10,40.5,3.375,346.283333333333,706.283333333333,0,0,0,0,2,0,0,5.03,5,61.6,0,1,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.025,2,0,FALSE
1,289,289,4,4,6.6,0,0,2,1,1,0,10,65.75,5.47916666666667,321.383333333333,681.383333333333,0,0,0,0,4,0,0,5.28,5,83.6,0,0.6,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.12083333333333,4,0,FALSE
3,290,290,4,2,7,0,0,2,1,1,0,11,127.966666666667,10.6638888888889,289.1,649.1,0,0,0,3,3,0,0,5.98,4,94.6,0,0.4,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-3.6638888888889,3,0,FALSE
3,291,291,4,2,4.9,0,0,2,1,1,0,11,138.583333333333,11.5486111111111,268.583333333333,628.583333333333,0,0,0,3,3,0,0,6.28333333333333,6,95,0,0.833333333333333,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-6.6486111111111,3,0,FALSE
3,292,292,4,2,6.6,0,0,2,1,1,0,12,104.083333333333,8.67361111111111,235.083333333333,595.083333333333,0,0,0,3,3,0,0,0,0,0,0,0,3,34.6666666666667,18.25,0.539003759398496,21,1.65079365079365,86.9047619047619,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,-2.07361111111111,3,0,FALSE
3,293,293,4,2,5.5,0,0,2,1,1,0,13,81.4666666666667,6.78888888888889,160.433333333333,520.433333333333,0,0,0,3,5,0,0,0,0,0,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.28888888888889,5,0,FALSE
3,294,294,4,2,4.9,0,0,2,1,1,0,13,100.8,8.4,129.316666666667,489.316666666667,0,0,0,3,0,0,0,5,1,100,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-3.5,0,0,FALSE
3,295,295,4,2,3.75,0,0,2,2,1,0,13,66.0666666666667,5.50555555555556,150.65,510.65,0,0,0,3,5,0,0,4.75,2,119,0,0.5,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.75555555555556,5,0,FALSE
2,296,296,4,3,7,0,0,2,1,1,0,14,82.25,6.85416666666667,114.683333333333,474.683333333333,0,0,0,3,0,0,0,0,0,0,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.14583333333333,0,0,TRUE
1,297,297,4,4,9,0,0,2,1,1,0,14,74.2,6.18333333333333,107.05,467.05,0,0,0,3,0,0,0,0,0,0,0,0,4,33.6666666666667,14.9166666666667,0.429488966318235,21,1.6031746031746,71.031746031746,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2.81666666666667,0,0,FALSE
1,298,298,4,4,6.6,0,0,2,1,1,0,19,22.9,1.90833333333333,1440,161.966666666667,0,0,0,0,3,2,0,0,0,0,0,0,6,15.6666666666667,10.6666666666667,0.620205026455026,21,0.746031746031746,50.7936507936508,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4.69166666666667,3,0,FALSE
1,299,299,4,4,4.9,0,0,2,1,1,0,20,59.9333333333333,4.99444444444444,1440,116.95,0,0,0,0,1,0,0,4.675,4,122,0,1,6,15.6666666666667,10.6666666666667,0.620205026455026,21,0.746031746031746,50.7936507936508,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,-0.0944444444444397,1,0,FALSE
